now,id,store_id,product_id,quantity,created_at,updated_at,primary_location,secondary_location,name,ean,price,priority,is_available,stock_status
2022-01-08 08:00:29.572386 UTC,56101,47,2609,0,2021-10-16 17:30:51.963246,2022-01-06 23:47:42.500614,A6,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,79752,14,2609,0,2021-11-13 14:11:56.362754,2022-01-06 21:58:25.937172,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,61415,32,2609,0,2021-10-26 13:59:21.399826,2022-01-06 22:04:25.992132,E7,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,35945,20,2609,0,2021-09-04 13:11:15.861926,2022-01-07 20:29:45.758089,A7,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,33261,15,2609,0,2021-09-02 09:44:29.002875,2022-01-04 23:09:58.142738,B5,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,66950,51,2609,0,2021-10-30 13:45:26.716200,2022-01-07 16:11:38.129032,A2,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,107975,79,2609,0,2021-12-27 17:09:43.033100,2021-12-27 22:44:13.567627,A3,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,33468,4,2609,0,2021-09-02 12:20:09.905289,2022-01-07 18:53:15.386234,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,79687,42,2609,0,2021-11-13 13:46:05.013882,2022-01-07 13:56:46.615090,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,39607,31,2609,0,2021-09-18 14:14:42.974700,2021-11-25 16:06:49.564752,G2,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,33457,8,2609,0,2021-09-02 12:18:29.296110,2022-01-08 00:05:02.062545,A6,"",Banana nanica 500g,7898462315557,5.5,0,true,active
